text|pol
"Tem um bom atendimento e ótimos preços ,
Podem ir eu agaranto ."|1.0
Muito bom , nunca tinha ido , super completo né organizado|1.0
É que nem outro supermercado qualquer , coisas com bastante variedade e e tá tendo uma promoção que se achar um produto vencido , ganha um leite ninho|1.0
Bom local para compras , mas uma dica .  Coloca umas cestas la nos fundos .  Assim quem entra pra comprar uma coisa e sempre compra mais pode ja usar sem ter que ir lá na frente buscar .|1.0
Minha experiência foi ótima , principalmente pelo diferencial que foi o tratamento recebido .  Gentileza não faltou ! A atenção dos funcionários me surpreendeu , nada visto em outros supermercados .|1.0
Excelente mercado tendo em vista sua variedade de produtos , se acha de tudo q possa imaginar rsrsrsr de joelho a papel umidecido|1.0
Ai , fui fazer compras e também fui muito bem atendido , funcionários nota 10 , e até o estacionamento , e produtos na prateleira , pra mim não tem outro igual 😃👆🤠💰👍ul lugar aonde o seu 💸💰💸 vale muito mais ...|1.0
Hoje percebi que estão perdendo o foco de supermercado , começaram a comercializar muitos itens de lojas de eletrodomésticos|0.0
Mercado grande .  Tinha tudo .  Bacana .  Acesso direto ao estacionamento .|1.0
Ótimo atendimento ! Nunca tem álcool em gel na entrada , aquela coisa ta lá so de enfeite , mas tudo ! A gente tem que ter o nosso né ! Mas o atendimento é bom !|1.0
Meu supermercado de coração há um tempinho preço qualidade praticidade estacionamento enfim vamos dar uma chegada lá vai ser top|1.0
Lugar cheio de problemas , preços não confere cm a mercadoria , produtos vencidos longas filas , problemas cm troco ! :-( enfim mercado|-1.0
"As coisas muito caras atualmente não vale a pena comprar . 
 .."|-1.0
Alguns preços que estao nas mercadorias nao sao os mesmos ao passar no caixa ...|-1.0
Aproveita as ofertas porque o estado do estabelecimento (mal climatizado , poucos operadores de caixa , teias de aranhas) , sinto um mau presentimento|-1.0
Sempre vou lá não vejo muitas mudanças só o preço que está + alto aliás todos estão subindo o preco|-1.0
O supermercado possui duas entradas , estacionamento amplo e coberto .  Possuem um grande número de funcionário e também vários caixas .  Possui padaria com cardápio diversificado , nas suas dependências também funciona um restaurante , ótimo por sinal .|1.0
Já foi minha opção de café aos fds , hoje em dia é em último caso .  O local precisa de uma reforma , e o atendimento precisa melhorar , assim como a qualidade dos produtos servidos .|-1.0
Ótima opção para café da manhã , mas a estrutura do mercado está precisando de reforma .|0.0
Sempre acho lá o que não consigo nos outros lugares ....  top|1.0
Lugar discreto|0.0
Produtos frescos e tudo mais com boas opções somente deixou a desejar no quesito limpeza|0.0
Um local bastante tranquilo para tomar um delicioso café da manhã em família ou reuniões , além de almoço , frutas , verduras , carne etc|1.0
"Nesse lugar na verdade só estive no box 58 onde tem uma costureira , não pude reparar muito . 
Então não tenho muitas informações pra passar .  Desculpa 🤷🏻"|0.0
Top o café da manhã nesse local ....|1.0
Um supermercado que tem investido na infraestrutura .  Gosto de comprar verduras na promoção ...  Geralmente na quarta feira .|1.0
Supermercado com bons preços , contudo muitas vezes falta itens básicos e frequentemente é difícil encontrar frutas e verduras em bom estado .|-1.0
Tem excelente atendimento , amplo local para estacionar , amplo açougue .  Mas peca em relação a pouca variedade de produtos .|1.0
Foi bem recebido|1.0
Vim aqui só Parabenizar as Balconistas ..  Obrigada meninas por aguentar tantos e pelo ótimo atendimento , sei que cada uma faz seu melhor 💕|1.0
E um bom lugar e para fazer compras mas quando chegar na padaria não dá vontade de comer tem uns bolos que é feito de qualquer jeito ...  Visualmente da essa impressão !|0.0
Umas compras além do normal , mais ta valendo ! O atendimento muito bom .|0.0
Gosto de fazer minhas compras lá , geralmente nas quartas tem promoção de frutas e verduras e quinta da carne .|1.0
Estou sempre nesse local por que fica próximo de minha casa .  Além disso , gosto de comprar carne e verduras nesse lugar , uma vez que tem dias de promoção e são sempre frescas .|1.0
Muita aglomeração no caixa , tive que pedir irritado para a pessoa se afastar um pouco e quase fui agredido .|-1.0
Ótimo supermercado .  Fez parte da minha infância e hoje faço compras com a minha família|1.0
Mais ou menos|0.0
"Péssimo atendimento

Faltando mercadoria"|-1.0
"Não gostei muito .  Na hora de pagar no cartão vc não paga direto no caixa .  Tem que ir com outra pessoa e dps de novo no caixa . 
Não achei isso prático .  As máquinas de cartão deviam ficar no caixa ."|-1.0
É preciso que o gerente desse supermercado coloque dinheiro trocado nos caixas ..  já deixei mercadoria no caixa por falta de troco e melhorar o atendimento de algumas atendentes .|-1.0
lugar com variedades|0.0
Não dou 5 pq fui perguntar o preço para a caixa , ela exatamente só passou na máquina e largou no balcão , não olhou na minha cara ...|0.0
Movimento normal .  Promoção de espumantes e vinhos para o ano novo .  Corre !|1.0
Lugar lindo e um atendimento sensacional|1.0
Adoro , meu pão de cada dia sempre vem de lá|1.0
Não sei nunca estive nesse local .|0.0
Supermercado mais top de boa vista ... funcionários gente boa ... as caixas são lindas e educadas ...  Gostei da experiência ! ! Vou todos os dias lá ! !|1.0
Lugar bastante agradável , atendimento excepcional .|1.0
Local agradável , comum ótimo atendimento e vc encontra tudo que precisar .... indico sempre ...|1.0
Bom atendimento .  Preços dos vinhos , acima do mercado .  O restante tudo similar aos demais .|1.0
Ótimos atendentes super educados ,álem do mercado ser lindo e vender produtos exclusivos que só la tem no estado de RR .|1.0
"Nota 10 recomendo sim
Amei meu passeio ."|1.0
Bom preço , so nao entendo prq os caixas sao tao lentos no atendimento .|0.0
É um local que frequento sempre , gosto do ambiente e da variedade .  Os preços são salgados .  O atendimento era ruim , mas os funcionários melhoraram muito , estão mais receptivos , principalmente nos caixas .|1.0
Muitas filas no caixa , muito demorado para passar as compras .  O mercado tbm é muito caro !|-1.0
Cheguei aqui com 18 anos vendendo algodão doce logo depois de um tempo aprendi a reformar alto falante em seguida abrir uma eletrônica hoje já tem 30 anos|1.0
Vou ao GBARBOSA quase que diariamente ,tenho a vantagem de ser perto da minha casa . La encontro bons preços ,bons produtos e bom atendimento !|1.0
N sei nem onde é ! ! Mais deve ser igual a qualquer outro , se ganhar em alguma coisa perde em outra|-1.0
Muito bom aqui prego e qualidade .|1.0
O Rondelli é um ótimo supermercado só que vc tem que pesquisar , por que tem muitos produtos que tem os preços mais em conta e outros mais caros .|1.0
Tinha muita tempo vque não entrava nesse mercado , ele me surpreendeu muitas opçoes e o preço justo , chamou atenção 30 ovos por 8 ,90 .|1.0
Muito insatisfeito o preço do Rondelli é o mais caro de todos os supermecados .|-1.0
A empresa ... tem um gerenciamento , totalmente antena com o consumidor .  Achei o máximo a higiene é a forma de atendimento ! ! !|1.0
Bastante variável as mercadorias porém os preços as vezes chegam ser mais caros que os de outros comércios mais é um supermercado bom .|0.0
Atendimento hostil e tem um vigilante de estacionamento muito arrogante e não tem estacionamento pra moto .|-1.0
Moro pertinho do Rondelli(Centro) .  Ótimo atendimento por parte de todos os funcionários .  Preços acessíveis .  Promoções boas .  Super recomendo ! !|1.0
Bem localizado , possui estacionamento , funcionários prestativos , muita variedade de produtos , cartão de benefícios , ótimo|1.0
"Alguem ja ouviu aquele ditado .... ""tem barato que sai caro"" ?
Com a diferença que la nem eh tao barato assim ."|-1.0
MEGA incrivel|1.0
Também bom lugar p fazer compras .|1.0
Um mercadinho como variedades|1.0
Muitas variedades em produtos e preços acessiveia|1.0
Bom mercado|1.0
Muito bacana e organizando uma fera livre também ótimo lugar ! ! !|1.0
Gosto de fazer minhas compras semanais .|1.0
O lugar é muito importante para a economia local mais infelizmente falta a prefeitura investir em : igiene e em uma reforma o lugar não é nada bonitinho mais tem pessoas honestas que trabalham lá e vários tipos de comida e variedades|0.0
Organizado , limpo e como todo mercado tem que pexinxar .|0.0
Um Lugar onde encontramos tudo o que queremos comprar com variedades e muitas opções ! ! 😍😊😃☺️😀❤️😋😋😋|1.0
Retornarei com certeza na barraca do Rochinha quando passar novamente por vitória da conquista , excelente atendimento .|1.0
Tem algo bom|1.0
Muito bom encontra se de tudo ....|1.0
Tem de tudo ! Comida caseira , raízes , todo tipo de cereais e muito mais .|1.0
O que vc quer .  Aqui vc encontra ,vem para feirinha do bairro Brasil|1.0
Pouca variedade|-1.0
Lugar de comprar barato|1.0
Lugar para compra comida típica nordestina|0.0
Bom atendimento|1.0
Ser atendido pelo dono , não tem preço|1.0
Muito bom mercado maravilhoso|1.0
Nada a decrara|0.0
Meus vizinhos , bem aconchegante .  Qualidade em atendimento|1.0
O atendimento é excelente|1.0
Um bom supermercado , localizado em frente ao condomínio Margarida .|1.0
Mercado conquista otimo atendimento bons preço baixo e qualidade|1.0
Bom atendimento .|1.0
Muito bom excelente atendimento|1.0
Ótimo atendimento|1.0
Não Conseguir completar Minha Compra|-1.0
Pouco mais satisfeito|0.0
Maravilhoso|1.0
Muito bom o mercado com preço bom|1.0
Preço excelente|1.0
A iluminação é precária .|-1.0
Otimo lugar com preços acessiveis e funcionarios competentes ,a sua disposição|1.0
Pessoal atencioso .|1.0
Muito bom , com caixa 24 hs|1.0
Bom atendimento e variedades de produtos com qualidade .|1.0
Foi muito atendimento maravilhoso|1.0
Excelente atendimento|1.0
Supermercado pequeno mas com boa variedade de produtos e preço bom .  Ainda conta com Banco 24 Horas .|1.0
Peça sua água e alimentos .  Rápido e eficiente .|1.0
"Tem Café moído na hora (excelente qualidade) ,produtos ""de tudo um pouco"" e ainda tem caixa eletrônico e estacionamento ."|1.0
Otimos preços|1.0
Só passei em frente|0.0
Sempre fui bem atendido|1.0
Bom lugar para as compras|1.0
Regular atendimento regilar|0.0
Salva viu .. kkkk|1.0
Mercado excelente|1.0
Fraco em variedade de mercadorias , atendimento razoavel , porem ja comprei coisas vencidas e nao tirarem mesmo assim da prateleira|-1.0
É um supermercado tradicional da cidade e que já foi conhecido por vender barato .|0.0
Esse Supermercado já foi um dos melhores do Bairro , infelizmente HOJE deixa a desejar , mas ainda assim o atendimento é Ótimo .|0.0
Nao gostei muito|-1.0
Loko , eles nao tem sabao pra lavar roupinha de bb|-1.0
Ótimos preços , grande variedade d marcadoria|1.0
Variedades e preço baixo , so o espaço limitado , mas um bom luga pra compra !|1.0
Fui bem atendido|1.0
Gostei muita variedade , mas falta ser um pouco mais limpo .|1.0
Amo , lá vc encontra tudo que procura ,👍👍👍👏👏👏|1.0
Aqui é o famoso Mercadão .  Um dos mercados mais tradicionais de Vitória da Conquista .  Sapatos , roupas no varejo e atacado , cereais e muito mais .  Recomendo bastante uma visita a esse mercado .  O box Roupa Center é campeão em preços de roupas no atacado .|1.0
Lugar ótimo preços acessíveis ótimos restaurantes e etc|1.0
Boa variedade de produtos e lojas , preço condizente com o mercado , estrutura física precária , iluminação insuficiente e limpeza precária .|-1.0
Eu vou aí desde de quando era criança !biscoitos requeijão confecções populares !|1.0
Preços acessíveis|1.0
Donos e funcionários , muito legais e receptivos ,preço bom e atendimento diferenciado 🌟🌟🌟🌟🌟👏👏👏👏|1.0
Excelente localização ...|1.0
"Já sou cliente há algum tempo
Bons produtos ,bom atendimento"|1.0
Vem se tornando um excelente supermercado .  Com muitas variedades .  Recomendo a quem puder que dê uma passadinha por lá pois tenho certeza que vai gostar 😉|1.0
Comprei um bolo de aipim com coco no dia 02/04 , cheguei em casa o bolo estava cheio de baba e azedo ...  Não compro mais|-1.0
Bem diversificado e bons produtos 🤗😀|1.0
Preços mais caro da cidade .  Qualquer lugar é mais barato que esse supermercado .  Porém lado bom funcionários atenciosos e atendem muito bem .|0.0
Poucos caixas , apesar de boa variedade de alimentos , o tempo de espera na fila é muito longo|0.0
O Rondelli localizado na Av .  Olívia Flores tem uma grande variedade de produtos , é muito divertido ir lá e encontrar produtos pouco comuns na cidade .|1.0
Sou cliente deste supermercado desde sua chegada a Vitória da Conquista .  Seus funcionários são sempre muito atenciosos e os produtos de muito boa qualidade .  Recomendo !|1.0
Tudo caro o dobro dos valores dos outros supermercado exemplo o PATAGONIA|-1.0
Muito boa as comidas daí|1.0
Ótimo lugar para fazer compras com bom preço|1.0
Bom atendimento|1.0
Falta as coisas na pratileita|-1.0
Tem de tudo e o preço é muito bom|1.0
Achei organizado|1.0
Ótimos preços|1.0
Bom atendimento|1.0
Poucas opções de produtos e marcas .|-1.0
Pouquíssimas opções de produtos e custo muito elevado .|-1.0
Foi muito agradavel ...|1.0
O melhor atendimento|1.0
muito chato :/|-1.0
O melhor da Lagoa Comprida e região|1.0
Para quem gosta de coisas rústicas e comida da região este é um ótimo lugar a se visitar|1.0
eu fui a feita de frutas , verduras temperos e muito mais .  fica ao lado do mercado central e parte dentro .  as grandes riquezas de picos estão lá .  um ótimo lugar|1.0
é um local aconchegante , cheio de variedades onde certamente , encontraremos o que buscamos .|1.0
Muito bom mesmo !|1.0
O mercado Municipal de Picos já foi um grande Centro comercial e o cartão postal deste município .  Hoje , lamentavelmente se encontra abandonado pelo poder público .|-1.0
Péssimo muita sujeira falta de educação das pessoas ali .|-1.0
Muita variedade de produtos locais e caseiros .  Comida caseira e barata .|1.0
Construção antiga e mau conservada , com corredores estreitos , lojas pequenas e sem estacionamento .  Negociam de tudo , mas praticam preços um pouco elevados .  Está bem localizado na região Central da cidade .|-1.0
Local com bastante pontos de comercio .  Quase tudo que desejar achar e favil de ser encontrado neste local ...  Alem de ser um dos pontos de mais movimentação do centro de picos|1.0
Tem que melhora o atendimento|-1.0
Bom para pequenas compras|1.0
Ótimo lugar pra sua refeiçao .  Leve sua familia .|1.0
As vezes as filas no caixa lhe tiram a paciência|-1.0
Bom atendimento !|1.0
Boa variedade|1.0
Atendimento vip|1.0
Atendimento muito bom , recomendo .|1.0
Ótimo atendimento !|1.0
Tem de tudo frutas verduras legumes queijos e que não pode falta o mel de abelha|1.0
Muito Bom pessoal muito receptivo ...|1.0
Gosto muito|1.0
Minha experiência foi boa foi bem atendida na caixa gostei hoje do atendimento melhor do que|1.0
Feira de rua bem tradicional .  Feirantes muito educados e acolhedores .|1.0
Um lugar maravilhoso para fazer compras de frutas e verduras .  Uma feira rica em diversidades de frutas e verduras , onde a maioria são da própria região e sem uso de agrotóxicos .|1.0
"É uma feira acessível , e com os mais variados produtos da terra , além de frutas e legumes de qualidade vindo de outras cidades , como por exemplo o Caju de qualidade da ""Capital do Caju"" (Santo Antônio de Lisboa Piauí) ."|1.0
Excelente localização onde você encontra um pouco de tudo , com variedades incríveis para a sua alimentação basicamente orgânica .|1.0
Boa tarde , é um lugar muito bom tem muita opção pra escolher de fruta|1.0
Não possui grande variedade de produtos , preço elevado para o que se propõe ...|-1.0
Tem de tudo|1.0
Um lugar simples que me surpreendeu muito pelo atendimento e principalmente pela qualidade e sabor dos espetinhos .  Provei de todos e cada um melhor do que o outro além dos acompanhamentos .  Nota mil para vinagrete e risoto de carneiro .|1.0
Adorei o baião e espetinho de lá .  Sem contar que sempre q vou tem música ao vivo de qualidade .|1.0
Por ser um local pequeno , acaba por se tornar um pouco desagradável , mas os preços são dentro dos padrões normais !|-1.0
Bons preços|1.0
"Tudo em gêneros alimentícios , matérias de limpeza e higiene em geral , local amplo e com grande variedade de marcas . 
Preços baixos , ótimo atendimento e lugar bem localizado . 
Um dos melhores supermercados da região de Picos ."|1.0
Bem localizado de fácil acesso , porém os preços não são dos melhores .|0.0
GOSTO muito de la ❤ todos só a super fofos é atenciosos .  💕|1.0
Ótima .  Preços bons .  E mercadorias bem expostas .|1.0
Bom supermercado e um bom Atendimento|1.0
O lugar é bom , Mas as vezes ficamos perdidos sem encontrar os produtos que precisamos ! O atendimento é ótimo !|1.0
Melhor da cidade|1.0
Mau atendimento , o dono fica é jogando vídeo game , poucos produtos e ainda assim alguns estão em péssimo estado de conservação .|-1.0
Ótimo atendimento|1.0
Ótimo atendimento bom .|1.0
Bom atendimento|1.0
Bom atendimento !|1.0
Tem de tudo lá .|1.0
Sujo e desorganizado|-1.0
Uma boa idéia gostei|1.0
Variedades de produtos|1.0
O produto que eu queria estava bem acessível .|1.0
Bom supermercado , preço justo e um espaço bacana .  Boa variedade de produtos .  Tem estacionamento bem na frente mas é inacessível pra cadeirantes por exemplo . Não mediram minha temperatura na entrada , mas tem álcool disponível para higienização .|1.0
Apesar de ter uma boa estrutura , boa localização e estacionamento achei o preço salgado ( principalmente na manteiga : paguei mais de 22 reais em meio quilo )|0.0
Muito bom o supermercado e pessoal bem atencioso|1.0
Cancelaram Wifi e não aceita cartão pra pagar recarga de celular .|0.0
Só não 5 estrelas pq eles não controlam a quantidade de pessoas que entram por vez ,o que causa uma certa aglomeração nos caixas .|1.0
Muito bom , atendimento otimo ☺️☺️|1.0
Faltam produtos|-1.0
Excelente 😎|1.0
Minha experiência resume em um bom atendimento e dispõe de uma enorme variedade de produtos .|1.0
0o melhor Hortifruti da Ilha .  Os produtos são de ótima qualidade , tem uma grande variedade de mercadoria , o pão é ótimo , excelente atendimento .|1.0
Boas opções no que se propõe .  Alimentos frescos de boa qualidade , mas perde pontos no quesito preço|1.0
Produtos de excelente qualidade , funcionários bem treinados , variedade de produtos é o que mais impressiona .  Vale muito a pena conhecer .|1.0
Excelente frutas e legumes , tudo fresquinho .  E uma variedade de para , laticínios , e refeições .  Vale a pena conhecer .|1.0
Bons produtos e atendimento excelente , com estacionamento amplo e coberto .  É bem localizado também .|1.0
Produtos sempre frescos , agora com peixaria e frios .  Preços um pouco altos .  Mas vale a pena|1.0
Muito bem organizado , as frutas são de boa qualidade quando vou no dia certo .  O preço de itens de mercado (que não seja frutas , verduras e legumes) é muito alto , mas a qualidade é muito superior .|1.0
Os preços não são os melhores , mas te dá a opção de comprar pelo app , o que é ótimo para evitar filas e supermercado lotado .|0.0
Está melhor ,do que o mercado bis ,mais promoções e descontos ,tô gostando de ver ,show✌️|1.0
Frequento este mercado desde quando ainda era Bis|1.0
Eu so passei na porta|0.0
O mercado está sob nova direção , já foi notório a mudança pra melhor .  A preocupação com higiene , arrumação e limpeza .  Ainda estão em reforma ... mais tem tudo pra ficar perfeito .  Sou cliente Fiel|1.0
"As caixas são muito antipáticas !
Agente da bom dia 12 vezes elas não responde !"|-1.0
Bom preço e amei o bom atendimento e educação da moça atendente da seção de frios .  Nota 10|1.0
Mercado limpo , produtos com valores similares aos grandes grupos .|1.0
Encontrei preços bons , oferta de variados produtos , limpo e organizado .  Recomendo .|1.0
Preço alto e ambiente com aparência desagradável .|-1.0
Gostei muito de ser atendido por eles .. Lugar fresco e com produtos ascessiveis|1.0
Boa noite ! Gostaria de saber como faço para levar umas amostras de batata palha e chips para vocês ?|0.0
O atendimento já foi muito melhor ,não sei o q ocorre a caixa c mal humor ...  hj tive essa experiência ... vc dá bom dia não responde ...  a menina q fica na porta c o álcool bem+educada ...  não sei o nome da caixa só sei q é uma nova ,de óculos ...|-1.0
Sempre compro lá !|1.0
Um bom local para compras rápidas|1.0
Ótimo preços ...|1.0
Muito bem atendido|1.0
Sinto falta de algumas marcas de produtos e a distribuição dos caixas poderia ser mais organizada|-1.0
Local agradável e bem arrumado , a seção de verduras tem muitas variedade .|1.0
Adoro esse mercado p mim um dos melhores do bairro centenário .  Preços bons|1.0
Vou mais por causa do 24 horas|1.0
Amplo e bom atendimento|1.0
Gostei , mas poderia ser um pouco mais limpo , e as pessoas que lá trabalham mais atenciosas , pois é assim que o estabelecimento cresce e se desenvolve para melhor !|0.0
Sem preços bons .  Açúcar muito caro 4 . 99 .  O mais caro da redpndesa|-1.0
"Povo entra sem máscara
Mas tá preocupada com saúde dos seus clientes e funcionário"|-1.0
Bom mercado ! Só ñ tem caixa preferencial isso é péssimo ! A sacola está sendo cobrada ainda .|0.0
Não recomendo fazer compras no Mercado de Carnes Santiago .|-1.0
Só compro carne la|1.0
Bem organizado preços mais salgados que os ingredientes de feijoada que vende lá mas fazer o que e Brasil só o salário do povo que e baixo|-1.0
Bom para comprar carne diversas|1.0
Não gostei , produtos parecendo fora de validade e bem caro , na placa um preço é na balança bem mais caro ....  preciso prestar muito atenção .....  fui uma vez e não recomendo|-1.0
"As coisas por conta da pandemia , está um absurdo de caro . 
Mercado não é lá muito higiênico , por conta da exposição de carne , na qual MT pessoas pegam com a mão , sem ao menos passar álcool ."|-1.0
Mais ou menos , são Tiago já foi mais barato as mercadorias ,hj em dia tudo muito caro , gosto muito de lá o frango assado .|0.0
Muito bom , é pequeno mas tem muita variedade e os preços são ótimos !|1.0
Bom sempre que vou em Caxias compro lá nunca tive oque reclamar|1.0
"Os preços são ""padrão extra"" , não peguei fila e a atendente foi legal .  Em geral , foi uma boa experiência ."|1.0
O problema é quando vai ao caixa ! ! ! 😥 .  E muito devagar quase parando !|-1.0
Amei , limpo , arrumado e preços bons|1.0
Gosto muito dessa padaria ...  esse pãozinho de salsicha é a melhor opção para um lanche rápido e sempre bem baratinho ...  gosto do atendimento da galera da loja|1.0
Melhorou muito !|1.0
O local é sujo , já vi baratas andando no caixa onde passamos as compras , sempre só com 2 caixas funcionando , filas grandes e atendimento ruim !|-1.0
Bons produtos , nas o preço é salgado kkkk|0.0
"Bom de mas
Bons produtos
Sempre com boas promoções !
Funcionários super educados !"|1.0
"Os preços não são baratos , a loja é mal organizada , suja(eu vi baratas na loja) , os funcionários não são tão educandos com os clientes . 
Sem falar que as filas que são demoradas , pois os caixas parecem que trabalham com má vontade ."|-1.0
O mercado fecha 21 :00 dia de domingo , pelo menos e o que conta na descrição do local .  Cheguei no mercado 20 :20 já estava fechando , falta de comprometimento com o cliente .|-1.0
Esse surpemerdo Rio Sul é ótimo para fazer compras tem sempre promoção ,|1.0
O supermercado tem um bom espaço interno , é bem organizado e tem um bom estacionamento mas o açougue deixa muito a desejar , cobram mais caro pra fazer o corte e estragam a carne .  Muito mal cortada .|0.0
O ar condicionado sempre fica desligado e é muito abafado .|-1.0
Preço bom , mas a parte de açougue eu não compro mais , colocam um tipo de conservante na carne , corante , após descongelar sai um água vermelha com cheiro ruim , a carne que comprei foi pro lixo .|0.0
Tá com preço bom em relação aos concorrentes da região ! Variedade de produtos .|1.0
Muito bom meu ex local de trabalho de onde sinto muitas saudades .|1.0
Atendimento no setor de açougue deixa um pouco a desejar ... tem como melhorar .|-1.0
Loja limpa sortida e com funcionários prestativos .|1.0
O melhor mercado em termos de preço e higiene que temos em todo o gramacho .|1.0
Muito Ruim , não recomendo para ninguém fazer compras de mês , pois os preços são altos e não parcela suas compras no cartão de crédito .|-1.0
Empresa bem localizada no coração do bairro e proximo ao ponto de onibus e estação de trem .  Ambiente limpo , espaçosos e otimos funcionários .  Ainda conta com um caixa 24 horas (Que não funciona 24 hjs kkk) Mas possui grande variedade de mercadorias .|1.0
Bom mas o setor de hortfruit poderia ter uma balança a disposição dos clientes .  O programa de pontos e o app é sempre um diferencial positivo|1.0
Gosto ê também não tem outro Super mercado concorrente no local 🙌|0.0
Dá pra encontrar muitas boas promoções nos dias certos , e com o app da loja garante uns bons descontos .|1.0
Ótimo local para compraras|1.0
Horrível açougue atendimento ao cliente péssimo nunca mas vou e nem recomendo a ninguém vende gato por lebre si a pessoa não conhece carne eles empurra com vontade tão nem aí|-1.0
Hoje na minha opinião todos os mercados grandes como : riosul ,prezunic ,Carrefour , açaí ... estão com preços abusivos , sendo q 02 dias da semana lançam ofertas com preços acessíveis , cabe a nós consumidores monitorar os dias de ofertas e ir as compras .|0.0
Não gostei de ver minhas fotos em família ou qualquer outra foto minha sendo exposta aqui pra todo mundo ver .|-1.0
"Infelizmente a inauguração de Austin , Nova Iguaçu está infligindo a lei da ordem e sossego , desde das 6 :40 horas da manhã , e de dias atrás não estão respeitando os moradores com o som alto , muito alto . , .  para sua inauguração . 
Respeito é tudo ."|-1.0
Moro perto .  O preço dos produtos estão bem mais barato do q em outros mercados .  Para dar 5 estrelas só falta ter lugar para guardar sacolas de outros estabelecimento e um bicicletário .|1.0
Sempre com bons preços e aquele atendimento bastante agradável para todos nós clientes e tem que ser sempre assim mesmo*|1.0
MUITO BOA COM MUITAS PROMOÇÕES E UM ATENDIMENTO NOTA 10|1.0
Gosto do supermercado , mais depois que trocaram a equipe do açougue acabou com o bom atendimento que tinha nesse setor ...  já tive uma péssima experiência com um dos funcionários do setor .|0.0
Os preços não são tão bons .  Penso que deve melhorar a higiene .|-1.0
péssimo o estacionamento é do outro lado da rua ,mercado hiper pequeno ,o pior do RJ . Nem se compara com os de Iraja , Barra ,Niterói e até São Goncalo .|-1.0
Filas quilométricas .  Sistema sempre fica caindo .  Porque uma rede tão grande não investe em TI para não ocorrer esse tipo de coisa ?|-1.0
De todos que já fui , esse sem dúvida é o pior , ambiente com aspecto de encardido e sujo , algazarra em frente ao mercado , eu detesto|-1.0
Já foi um mercado popular hoje em dia não tem diferença dos outros mercados .  não tem mais as promoções que atraia o povo .  um ponto Positivo tem estacionamento próprio .|0.0
Possui uma boa variedade de produtos , desde vegetais aos sacos de arroz de 5kg .  Uma padaria e açougue com serviço excelente .  Certa lentidão nos caixas em dias de pico .  Alguns serviços oferecidos , como Banco24Horas nem sempre estão disponíveis .|1.0
Ambiente refrigerado ,limpo ,produtos de qualidade e atendimento muito bom !|1.0
Mercado com boa qualidade de produtos , e boa aparência|1.0
Espaço muito pequeno muito apertado é Não encontramos produtos do Prezunic aqui como os sucos da Do bem|-1.0
Local muito limpo , com bons produtos , bons preços e funcionários muito educados e prestativos .|1.0
Já foi melhor agora tem pouca variedade de marcar e produtos|1.0
Bom supermercado o melhor do bairro|1.0
Sempre salva no final de semana pois fica aberto até tarde , ótimo atendimento TB|1.0
Mais ou menos|0.0
"Mercado pequeno , mas tem de tudo . 
Preço bom em relação a outros mercados . 
Não tem estacionamento ."|1.0
"Olá Boa tarde ! O mercado

favo de meul me surpreendeu ele está maior e com mais variações de produtos ."|1.0
Precisam de fazer promoção , porque os preços são bem salgado|-1.0
Atendimento bom , mas as mercadorias deixa a desejar muito|0.0
Ótimo estabelecimento|1.0
"
top"|1.0
Sempre compro nesse mercado|1.0
Faço sempre compra sou bem atendida gosto muito faço sempre compra mais tem muitas coisa cara|1.0
Muito bom dia éu gostei muito de tudo|1.0
Mercado simples .  mas atende a quem precisar de produtos com urgencia ..  A equipe do açougue esta de parabéns pelo bom atendimento ....  A equipe do caixa não atende bem .....|1.0
Melhores preços para você fazer uma bela de uma compra ! !|1.0
A melhor possível|1.0
Um pouco mais caro do que grandes redes de mercado .  Mas na necessidade vale comprar lá , tem bons produtos .|1.0
É um mercado simples e com preços altos , no entanto o atendimento não è ruim , mais poderia ser melhor , o espaço de locomoção é ocioso o que gera dificuldade nas compras .|-1.0
Muito bom e barato|1.0
Gostei do lugar mais alguns item poderiam ser um pouco mais em conta|1.0
O mercado tem tudo e o atendimento e excelente|1.0
Ótimo bom atendimento nada a reclamar .|1.0
Bastante variedade alimentar e diversos .  O estacionamento é para poucos veículos .|1.0
Feira em frente|0.0
Muita gente e alguns itens fora de ordem para localização|-1.0
Lugar para fazer compra de qualidade , tem grande variedade de produtos , tornando assim o preço mais acessível .|1.0
Os preços salgaram muito , mas não deixa de ser um ótimo supermercado|0.0
Preços altos .|-1.0
"Bom
Várias coisas boas"|1.0
Falta de fiscalizão , policiamento e gerenciamento .|-1.0
local sujo , muito pequeno|-1.0
Muito satisfatória|1.0
Preços atrativos e o atendimento e muito bom .|1.0
Ambiente com várias escolhas , produtos de qualidade .  Porém cheio como todas as feiras , e pouco álcool disponível .|1.0
E um bom lugar tem de tudo é e bem perto de casa , sempre vou compra pastel e bolo ,beiju mesmo que não faça feira .|1.0
Tem de tudo e os preços muito bom ,baratinho .|1.0
Trabalho Com Marisco e ganho muito bem|1.0
A feira é enorme , muita variedade .  Infelizmente só a sujeira que fica devido a educação do pessoal .|0.0
Maior e melhor feira da região , preço baixo e muita variedade !|1.0
Muito bom muitos produtos pra escolher precinho lá em baixo|1.0
Os produtos são muito caro diferencia de preço em outros lugares varea de 01 real as vezes mais|-1.0
Tem de tudo nele apenas e muito pequeno , mais sempre faço compra nele .|1.0
Otmo atendimento|1.0
Atendimento ótimo|1.0
